#{"t_start": 1672151397.2357304, "env_id": null}
r,l,t
0,2,155.940021
26,26,155.970515
-5,2,155.976485
-30,7,155.982315
-1,6,155.996942
-2,4,156.002217
22,37,156.069571
-1,3,156.072374
-2,2,156.0785
27,25,156.107598
-2,7,156.117606
-2,2,156.119261
0,4,156.123139
-1,13,156.142765
-2,5,156.146882
-39,1,156.148053
3,10,156.16122
-6,3,156.168043
5,10,156.180159
-4,2,156.182206
70,13,156.19714
-2,3,156.200027
-5,2,156.205429
-3,6,156.210865
5,9,156.222832
-39,6,156.231985
-6,5,156.235769
69,25,156.269358
0,5,156.273277
4,5,156.28135
7,15,156.298245
-2,10,156.309829
6,16,156.330886
-2,3,156.333404
20,14,156.348393
-4,6,156.35655
-43,17,156.376107
14,17,156.39178
3,4,156.398299
-32,22,156.420952
-5,3,156.423132
29,25,156.452695
69,13,156.46678
4,12,156.478899
-5,1,156.479692
-8,4,156.486131
23,28,156.540115
-5,1,156.541138
52,61,156.63733
-40,3,156.640538
4,5,156.651968
-3,3,156.656295
22,33,156.71019
50,14,156.74012
4,4,156.748196
-2,4,156.75628
64,10,156.781647
-5,2,156.793137
1,4,156.804658
41,29,156.890844
10,15,156.928149
-6,3,156.939651
10,12,156.963949
-3,1,156.96521
-45,6,156.97963
-38,4,156.984991
8,14,157.008983
1,5,157.01755
87,33,159.086264
-57,3,159.101671
-39,4,159.110283
17,23,159.164536
57,8,159.188475
-6,4,159.193712
-3,3,159.203532
-33,2,159.207287
-6,1,159.209043
2,2,159.212747
-39,1,159.213855
-3,5,159.226662
47,19,159.273896
7,11,159.301849
-37,2,159.305079
-527,7,159.330779
-3,1,159.333239
-4,5,159.343109
-1,4,159.355905
26,26,159.414371
-2,4,159.424286
0,14,159.454975
78,37,159.538277
4,9,159.561748
-7,6,159.573374
-2,3,159.589839
-7,2,159.593957
-3,1,159.596084
20,23,159.649676
0,3,159.660282
3,6,159.66881
-6,1,159.670731
3,10,159.692781
-5,3,159.70462
-17,14,159.737185
3,3,159.742334
-3,1,159.744417
10,13,159.781439
-3,1,159.783641
0,3,159.78969
17,21,159.846442
0,4,159.859318
3,4,159.865203
52,23,159.922705
-4,5,159.944002
6,18,159.992371
-30,3,159.997666
6,8,160.018074
-33,4,160.025036
0,9,160.044739
-51,17,160.091806
9,8,160.104294
93,32,160.199815
2,9,160.225446
20,24,160.294012
26,20,160.348098
102,44,160.467603
-36,4,160.478824
5,7,160.48792
-40,2,160.496008
5,10,160.5257
-5,1,160.527427
2,14,160.56834
-33,4,160.585066
-5,3,160.589
32,3,160.593947
11,10,160.616511
-5,6,160.63286
-17,14,160.674755
-3,12,160.705777
2,19,160.751324
-44,8,160.766393
-14,27,160.82741
0,11,160.863141
1,6,160.875687
56,17,160.924897
64,10,160.949625
2,10,160.970323
16,26,161.031859
-2,4,161.039817
32,29,161.112384
3,6,161.126892
5,6,161.140651
6,5,161.161302
4,12,161.192701
-4,6,161.207462
3,6,161.217435
-7,3,161.221868
-2,2,161.231552
14,14,161.255871
8,17,161.294835
1,5,161.304188
6,8,161.322764
7,8,161.342583
5,11,161.365524
-4,2,161.369835
3,5,161.385304
19,14,161.412686
-5,1,161.414759
-1,3,161.41888
-1,2,161.426974
3,9,161.447248
-34,1,161.449521
-23,13,161.477422
4,5,161.485821
20,10,161.506784
27,22,161.561081
95,45,161.620512
-27,7,161.629966
1,4,161.633535
9,6,161.642438
0,4,161.645587
2,4,161.653942
2,8,161.660268
1,5,161.668931
-3,1,161.670034
-3,3,161.67253
-2,2,161.678385
-5,2,161.680166
16,16,161.697773
-6,1,161.698611
15,18,161.722498
-15,16,161.74361
11,9,161.754652
1,6,161.759857
56,27,161.793593
4,12,161.807498
-3,4,161.814992
-3,3,161.817381
-7,6,161.827123
-5,3,161.829631
39,15,161.846448
0,6,161.855564
0,5,161.859886
7,11,161.878692
1,5,161.883258
-21,9,161.895697
-5,9,161.910583
17,30,161.969821
-5,2,161.971396
13,16,161.99973
16,13,162.021727
-6,1,162.023224
5,7,162.041475
36,29,162.091103
6,7,162.099136
-1,4,162.108253
1,4,162.112651
10,8,162.124872
-1,3,162.128537
-4,6,162.137211
-3,1,162.138041
11,7,162.147498
1,4,162.150412
0,4,162.1533
-3,8,162.162798
3,5,162.170081
20,32,162.203202
-1,4,162.20611
27,18,162.23612
60,5,162.249954
25,28,162.293494
4,4,162.302666
-54,10,162.320334
-1,4,162.324733
37,28,162.375233
-3,2,162.378452
27,17,162.419564
37,31,162.509817
-42,5,162.524644
10,15,162.553867
19,19,162.596187
-6,3,162.602011
7,9,162.621075
9,16,162.669154
6,13,162.698565
-23,5,162.713301
-11,15,162.739085
17,22,162.789615
-6,2,162.792001
38,16,162.827108
5,12,162.849434
-31,14,162.872901
11,13,162.890518
-7,2,162.893859
1,6,162.909414
-3,6,162.916722
-4,3,162.927222
12,10,162.945399
69,11,162.963532
-19,8,162.976301
26,19,163.001534
7,17,163.032622
4,10,163.054155
-1,3,163.059475
-5,5,163.075028
61,66,163.226614
21,18,163.261519
0,3,163.272696
-5,1,163.274537
7,11,163.296712
68,11,163.321343
17,12,163.346571
38,3,163.352532
-25,14,163.390102
-58,2,163.393111
41,35,165.261267
5,7,165.267908
-6,3,165.276119
-6,2,165.278399
-3,1,165.280225
-3,4,165.284056
-6,1,165.284994
56,19,165.312071
0,5,165.32286
10,13,165.338242
3,7,165.348169
-6,1,165.34899
-5,1,165.349781
-38,2,165.351295
86,32,165.389709
7,18,165.413034
-39,1,165.41386
1,5,165.421761
-2,4,165.42537
6,11,165.436948
2,7,165.44549
-3,3,165.447644
1,5,165.454785
-1,10,165.465469
-16,10,165.477857
-533,4,165.480808
-2,2,165.482259
-5,14,165.499433
-1,5,165.504038
-4,3,165.511052
0,8,165.517975
14,22,165.553493
-6,1,165.55469
-2,2,165.556958
2,7,165.566633
11,14,165.581272
-61,1,165.58245
-3,1,165.583574
16,14,165.602382
-6,1,165.603195
-7,3,165.605942
3,7,165.615256
-28,5,165.619229
-4,2,165.621112
87,22,165.650434
6,6,165.655544
7,7,165.665407
0,5,165.669694
-61,1,165.670518
-5,6,165.679234
-1,5,165.687564
-1,2,165.689212
-31,5,165.693434
5,3,165.700068
-7,7,165.705359
-33,5,165.713369
34,11,165.726652
2,4,165.730026
21,30,165.766057
-31,7,165.775263
-8,4,165.778836
2,7,165.788335
31,18,165.810774
59,6,165.81535
0,2,165.821216
26,18,165.839742
-1,7,165.849351
-3,3,165.851517
26,23,165.882864
-2,2,165.884478
-3,4,165.887744
2,4,165.895161
15,33,165.934319
7,16,165.955507
-3,1,165.95682
1,6,165.961776
4,11,165.975187
4,3,165.982063
-5,2,165.983611
-34,1,165.98446
15,22,166.015254
-18,13,166.034178
-2,3,166.036601
1,4,166.039431
-1,12,166.051828
15,44,166.104323
-4,31,166.142187
-2,6,166.150994
-4,2,166.152877
-39,1,166.153812
15,28,166.188911
-6,1,166.189692
14,16,166.206479
-5,3,166.213169
1,8,166.219508
0,6,166.228393
-4,3,166.230767
-3,1,166.231609
-3,1,166.236648
50,31,166.273608
13,32,166.310394
35,44,166.356452
10,20,166.377791
3,9,166.387918
73,43,166.432805
2,12,166.448647
17,32,166.48217
62,41,166.525698
120,49,166.579477
-24,19,166.600742
2,4,166.603587
12,13,166.616408
-17,15,166.634196
27,36,166.674256
-17,12,166.686288
-1,3,166.688486
-3,3,166.69066
3,6,166.698566
-6,1,166.699343
-61,1,166.700108
-3,1,166.70086
4,13,166.717279
11,16,166.73354
10,27,166.763634
63,9,166.773762
-39,1,166.774539
-6,1,166.775296
89,41,166.846046
-51,8,166.859405
-40,3,166.863163
-22,15,166.89246
0,7,166.900256
4,14,166.928172
-5,4,166.933041
-3,1,166.933959
-54,9,166.949616
-1,5,166.96259
-2,2,166.964431
-6,1,166.96608
-34,4,166.970192
-6,2,166.977329
21,13,166.996492
13,16,167.018421
38,43,167.086938
-17,16,167.109122
2,6,167.120974
-29,5,167.125873
1,9,167.13989
3,7,167.150956
-3,3,167.153486
-3,1,167.1543
17,15,167.173584
-5,2,167.175059
-3,1,167.176021
-11,22,167.19905
25,15,167.217003
0,14,167.230452
11,6,167.238375
9,15,167.252466
9,6,167.260318
-41,14,167.273997
4,10,167.284755
-41,9,167.294768
-31,15,167.312656
5,11,167.323977
52,14,167.337484
-4,2,167.342618
5,13,167.355472
2,3,167.357709
10,9,167.367642
2,5,167.374777
-57,4,167.377676
1,6,167.38561
-7,4,167.388538
-33,2,167.389989
-34,1,167.390744
-1,4,167.397293
-6,3,167.399465
8,11,167.410826
20,17,167.430001
10,8,167.439511
-1,6,167.443861
-2,2,167.445311
3,6,167.453156
-18,26,167.483728
-1,2,167.485322
-2,4,167.488197
-2,2,167.489644
41,6,167.498369
8,13,167.511529
40,28,167.54231
-6,3,167.54456
1,12,167.560318
43,8,167.566032
70,19,167.586587
-31,2,167.588064
-37,30,167.620231
-1,5,167.627406
1,6,167.635384
8,15,167.64957
3,8,167.658917
32,27,167.688947
6,10,167.699783
-5,1,167.700604
18,23,168.888989
-11,15,168.90338
106,48,168.95524
-6,9,168.965153
16,10,168.975945
-27,12,168.987872
26,19,169.00915
9,9,169.01908
-2,4,169.025461
-6,1,169.026268
-37,3,169.028424
18,17,169.047503
44,10,169.058174
-3,1,169.058958
15,15,169.07308
-1,7,169.081644
2,11,169.092961
-4,2,169.094435
-4,2,169.095886
3,11,169.110696
7,9,169.117136
-34,3,169.122931
15,36,169.158698
-4,2,169.16362
-4,7,169.16886
-4,3,169.174575
42,32,169.208015
-5,1,169.208833
-2,13,169.221542
-34,1,169.222322
-15,11,169.233565
2,7,169.24423
-21,6,169.25268
3,4,169.255545
-3,1,169.256382
8,15,169.27405
3,13,169.286936
123,35,169.322588
-29,8,169.331835
29,22,169.35424
8,13,169.370362
-3,3,169.372562
-51,10,169.38337
66,28,169.413898
-54,6,169.418154
9,4,169.424684
-1,4,169.427548
-3,1,169.428409
11,15,169.446009
3,4,169.448868
7,16,169.467211
2,6,169.471603
3,14,169.48852
-4,2,169.489994
2,4,169.49283
3,5,169.499912
-10,12,169.511966
-2,3,169.514132
58,31,169.549985
5,7,169.555087
7,11,169.566396
26,16,169.584846
2,8,169.594063
5,10,169.604766
8,9,169.614661
17,18,169.630914
-35,2,169.635978
7,13,169.648647
-5,4,169.651483
-2,10,169.662102
23,27,169.691862
6,13,169.704557
2,38,169.74945
-2,2,169.751121
2,4,169.758337
28,29,169.789763
45,22,169.812438
10,12,169.824589
16,9,169.834495
1,5,169.838114
78,28,169.871393
0,3,169.877208
-3,1,169.878005
36,10,169.888748
2,6,169.893022
15,10,169.90361
26,32,169.936912
11,16,169.955217
11,10,169.965738
21,18,169.985747
-3,1,169.98653
-6,2,169.988025
13,8,169.997525
2,5,170.001842
8,11,170.017423
3,5,170.021032
10,15,170.038654
0,9,170.045084
-5,2,170.050117
-33,4,170.053104
11,12,170.065179
22,27,170.095017
-6,1,170.095839
1,6,170.10361
-4,2,170.105174
-3,1,170.105932
-3,1,170.106685
1,6,170.114617
-2,4,170.117524
-4,2,170.118971
-18,16,170.137687
-6,1,170.138507
40,31,170.170958
67,8,170.180247
4,9,170.190132
-4,2,170.191606
4,4,170.194445
11,20,170.215592
-1,6,170.223614
-3,1,170.224442
-3,6,170.232296
-6,1,170.233074
-3,4,170.235948
-1,5,170.243061
-35,4,170.245981
-5,2,170.247426
1,6,170.255169
9,8,170.264422
37,34,170.298629
3,15,170.316335
-1,6,170.320843
-34,1,170.321621
10,35,170.360557
-33,6,170.364861
-6,1,170.365625
4,11,170.380474
-4,4,170.383478
6,12,170.395631
1,8,170.404911
12,9,170.414821
-1,5,170.418392
-35,3,170.424127
-29,2,170.425595
-20,12,170.437589
-6,3,170.439825
20,14,170.456863
12,18,170.476599
5,18,170.492924
33,26,170.521843
-4,8,170.530991
-33,2,170.532469
-26,6,170.540288
2,3,170.542506
-51,11,170.553741
-38,3,170.555975
-11,20,170.577158
2,13,170.593347
2,3,170.595536
0,3,170.597721
-3,1,170.598479
-1,3,170.604185
-1,3,170.606424
0,2,170.607887
-2,8,170.617157
-5,2,170.618623
-4,6,170.626408
-3,8,170.632065
14,13,170.648355
-27,10,170.660347
8,8,170.669806
-7,2,170.671312
-5,1,170.672112
-3,1,170.672879
36,28,170.70328
-2,8,170.712645
10,12,170.725755
-56,5,170.729671
5,10,170.740381
6,9,170.750354
-5,1,170.751165
-9,5,170.758301
0,14,170.771742
72,38,170.812678
-3,2,170.814151
5,17,170.833435
20,33,170.867793
8,11,170.879237
35,15,170.897389
-34,2,170.898856
17,12,170.910908
3,9,170.920865
3,9,170.930887
1,8,170.940348
8,30,170.972505
0,13,170.985353
7,10,170.997625
4,12,171.010142
17,9,171.020167
6,12,171.032117
-4,2,171.037112
4,11,171.048466
-6,1,171.049244
24,26,172.229011
43,13,172.24603
47,26,172.271889
4,4,172.278429
37,33,172.312515
-11,11,172.323953
-33,2,172.325418
42,20,172.346937
-7,26,172.376577
-39,15,172.390893
21,20,172.412579
9,28,172.443426
32,38,172.485886
-38,2,172.487536
10,11,172.499112
17,22,172.522505
7,11,172.537802
13,11,172.549583
-2,10,172.560581
-5,1,172.5614
-54,17,172.577007
1,5,172.584244
-3,1,172.585013
4,6,172.593144
-29,15,172.607469
-4,5,172.61478
-31,3,172.616994
5,5,172.620606
67,44,172.683673
2,4,172.686652
4,11,172.698189
-34,1,172.698972
38,20,172.721323
-3,3,172.727581
14,14,172.741635
-3,4,172.748405
2,4,172.751388
23,29,172.783159
71,15,172.797357
-2,2,172.802477
-6,1,172.803285
-4,3,172.805477
-2,2,172.806924
-29,6,172.81497
-4,6,172.819243
-4,2,172.824583
32,33,172.85899
0,3,172.861239
-3,3,172.863423
21,18,172.883411
8,11,172.894949
34,30,172.927369
-59,5,172.934624
11,13,172.947511
-32,5,172.95494
-2,7,172.960047
-27,8,172.969506
16,24,172.998014
3,8,173.0039
10,19,173.025255
-5,1,173.026033
14,17,173.045226
-2,5,173.052396
1,6,173.05669
-3,1,173.057482
-1,13,173.073981
2,2,173.075486
-5,1,173.076293
0,2,173.077743
-4,2,173.079229
13,27,173.10937
7,11,173.120856
6,6,173.128873
10,16,173.143812
-4,5,173.150992
12,15,173.165136
-2,3,173.170967
-30,6,173.175265
-30,11,173.188975
-35,6,173.19801
-61,1,173.198879
-3,4,173.202121
7,17,173.221695
-1,6,173.229704
-3,1,173.230486
4,9,173.240695
2,2,173.242169
-1,15,173.25837
-3,3,173.268873
-13,13,173.286376
-31,12,173.298625
2,11,173.310426
7,10,173.32125
9,15,173.339248
-3,1,173.340071
0,6,173.344328
39,31,173.381335
-1,10,173.392361
35,3,173.394591
6,5,173.398148
-1,2,173.403287
-4,2,173.40484
6,15,173.419099
-6,1,173.419926
52,20,173.441612
8,10,173.452365
-3,7,173.461066
-16,12,173.473154
-2,9,173.483172
-26,10,173.494047
18,16,173.512578
-5,3,173.514774
2,7,173.523509
27,36,173.559775
-3,6,173.567736
28,29,173.599186
14,22,173.622257
-32,6,173.630303
-3,2,173.631787
-28,4,173.634608
1,10,173.645316
3,8,173.654627
-7,5,173.661824
20,10,173.672677
-32,13,173.685638
-3,1,173.686463
7,8,173.695789
127,48,173.749864
0,7,173.75489
-34,1,173.755652
15,23,173.783492
48,10,173.794442
6,12,173.806634
12,12,173.818859
-6,27,173.849167
-514,13,173.862296
6,9,173.872556
6,13,173.885527
-3,1,173.886334
4,5,173.893629
-29,8,173.903046
74,28,173.930375
1,6,173.93856
5,7,173.947252
0,3,173.949461
-3,4,173.952385
22,12,173.968228
-3,10,173.978956
-535,3,173.981139
0,5,173.984728
47,38,174.035677
26,27,174.066418
-3,1,174.067198
12,10,174.078182
-3,9,174.088355
0,14,174.10209
6,5,174.10981
62,33,174.144708
-3,1,174.145492
21,27,174.175351
8,17,174.195073
1,9,174.205217
149,58,174.264269
6,12,174.280516
-26,7,174.285518
-3,1,174.286311
13,23,174.313488
0,2,174.314996
-1,2,174.31649
6,15,174.334482
0,3,174.336731
0,35,174.372255
3,10,174.383068
1,15,174.401074
-1,3,174.403263
11,16,174.421825
4,6,174.426039
-4,2,174.43122
-27,6,174.435501
35,41,174.479093
17,28,176.034577
14,13,176.05012
-9,4,176.057723
0,7,176.063815
0,7,176.07445
-8,2,176.076536
-4,4,176.084408
3,4,176.087458
-18,17,176.108264
8,15,176.131111
6,19,176.167619
13,20,176.199287
-6,5,176.210961
-1,5,176.218539
1,3,176.227629
-5,1,176.22913
-58,9,176.243693
-5,1,176.24537
27,31,176.293996
9,11,176.31058
-13,11,176.327888
-526,7,176.33987
-5,2,176.342235
9,21,176.366361
-16,18,176.387128
-58,4,176.390099
2,4,176.396756
46,39,176.43854
-35,4,176.44854
7,16,176.471813
12,14,176.498555
1,10,176.516581
-32,5,176.521093
28,25,176.569892
-31,9,176.587924
7,6,176.597446
20,15,176.624965
-46,23,176.659824
0,8,176.67108
22,20,176.696697
-60,2,176.69827
-2,11,176.710505
-26,6,176.718556
11,6,176.724831
5,7,176.735332
-30,7,176.745059
32,30,176.798441
-5,4,176.803436
5,23,176.848051
-6,1,176.849677
-2,3,176.85252
-8,23,176.889945
-2,3,176.898881
-8,4,176.902908
-3,7,176.914795
-3,1,176.915962
-2,9,176.930536
14,16,176.950814
-59,3,176.957606
7,18,176.974839
31,13,176.993754
-29,3,176.996433
-33,2,176.998053
81,39,177.04203
8,19,177.062966
37,5,177.066582
-1,2,177.073711
-3,6,177.080643
-2,6,177.092045
38,8,177.10675
-53,10,177.123937
25,12,177.1427
6,4,177.147479
-4,4,177.158165
3,12,177.176631
1,5,177.181844
-4,2,177.188721
-5,4,177.193043
3,28,177.242052
-5,7,177.249948
-1,7,177.262717
-37,3,177.266832
0,2,177.275456
8,15,177.297271
-3,1,177.298496
2,9,177.316167
56,16,177.345504
114,50,177.42689
8,17,177.452932
10,21,177.49626
-31,7,177.503666
20,25,177.546595
9,12,177.566063
7,13,177.586429
19,14,177.614158
-1,2,177.616103
-1,5,177.621774
-35,2,177.629336
-1,8,177.637539
136,31,177.677692
13,20,177.699796
11,8,177.709374
-4,3,177.715225
2,6,177.72009
1,7,177.731687
8,12,177.745351
-3,1,177.74614
4,7,177.754935
27,60,177.822411
0,2,177.825952
37,7,177.842922
-1,11,177.86217
-7,7,177.875716
10,10,177.892358
-20,8,177.900408
0,7,177.914119
-2,2,177.916962
9,13,177.940785
28,35,177.996405
27,23,178.033831
-1,8,178.048758
-4,2,178.051953
-5,1,178.053247
16,16,178.082532
-5,2,178.08555
-3,1,178.086585
-36,3,178.095256
-28,10,178.112389
-5,1,178.113865
1,31,178.163886
-5,3,178.167248
27,21,178.20449
2,10,178.220044
13,19,178.24993
5,8,178.260188
-5,3,178.262443
24,22,178.28576
12,14,178.303089
9,12,178.315306
-32,3,178.317531
-5,1,178.318296
-3,3,178.324102
-29,16,178.339286
-3,8,178.348684
1,3,178.350896
195,38,178.393873
-31,3,178.399646
-4,2,178.401176
-6,1,178.401941
-3,1,178.402702
0,7,178.411336
-5,1,178.412201
-31,6,178.416656
8,7,178.425379
20,20,178.446939
20,18,178.477883
6,18,178.511412
-3,1,178.512566
-31,4,178.518474
-34,1,178.519828
13,13,178.548135
-37,3,178.551921
-4,2,178.553718
4,11,178.570707
-3,1,178.571737
4,9,178.587262
1,9,178.601856
25,23,178.638066
-21,10,178.655669
77,55,178.721973
-2,10,178.73612
60,8,178.746354
3,6,178.750964
11,9,178.76155
23,26,178.791118
45,11,178.802665
-4,2,178.804171
51,58,178.879261
-22,7,178.893472
-6,1,178.895099
29,32,178.952642
-1,4,178.956351
1,4,178.966344
-5,2,178.969049
-36,2,178.970825
4,10,178.987695
64,12,179.00483
7,13,180.263257
0,10,180.281441
-14,31,180.331735
-6,1,180.333127
-1,6,180.339668
-45,6,180.352847
6,6,180.365622
-55,6,180.373839
-6,1,180.37527
-1,8,180.389545
44,11,180.407569
-25,27,180.452934
-5,3,180.45549
-27,8,180.469596
6,13,180.488526
-60,2,180.490429
2,7,180.503006
48,35,180.546546
7,9,180.556817
-1,6,180.561175
-10,6,180.569309
12,21,180.591774
6,9,180.60197
12,10,180.612921
8,13,180.626042
8,10,180.636951
-52,8,180.646526
68,56,180.704467
5,20,180.728228
-5,2,180.734559
-2,2,180.736531
43,19,180.757859
6,7,180.762852
28,31,180.799588
12,14,180.813303
-7,2,180.81477
-7,4,180.82133
15,14,180.835153
22,29,180.872224
-4,2,180.873851
10,9,180.884481
2,14,180.898215
-39,1,180.898994
-3,3,180.904969
-4,3,180.907123
29,40,180.950574
17,14,180.964525
5,13,180.98132
-6,3,180.98347
17,12,180.996298
-33,2,180.997892
2,11,181.015619
-9,21,181.038151
-6,2,181.039663
-63,2,181.041174
-5,5,181.048522
2,7,181.053586
-5,5,181.061013
0,5,181.064626
-2,8,181.074447
2,10,181.085407
-1,16,181.104203
-3,2,181.10568
-3,1,181.106433
29,30,181.143507
5,6,181.152313
8,21,181.174768
9,9,181.184953
-3,5,181.188577
3,6,181.196588
-4,5,181.200187
7,7,181.208995
-5,2,181.210503
-5,3,181.212687
-39,1,181.213445
-34,1,181.217906
-4,2,181.219408
6,8,181.228796
15,22,181.251815
5,15,181.266071
2,2,181.267537
50,33,181.305751
-34,11,181.317193
23,30,181.349413
1,3,181.351657
17,21,181.373974
-34,1,181.374758
-2,4,181.381418
9,7,181.386378
39,33,181.424569
29,28,181.455402
16,10,181.466251
-55,4,181.469171
6,7,181.477847
-2,4,181.480696
14,22,181.503507
8,16,181.524852
85,72,181.646341
17,10,181.662668
-2,4,181.666372
17,10,181.68312
29,20,181.713587
-1,3,181.721988
-5,1,181.723701
0,2,181.726463
-23,8,181.740396
0,8,181.756443
-1,2,181.759641
3,10,181.775187
-5,1,181.776212
-2,6,181.788248
17,14,181.808472
17,23,181.842609
-34,1,181.843576
7,20,181.875036
-39,1,181.876516
5,9,181.89
-54,9,181.904805
7,7,181.917197
2,5,181.921991
-32,2,181.929389
-2,4,181.933469
-3,3,181.936021
17,27,181.972181
-6,1,181.973011
3,5,181.980675
49,36,182.018181
7,7,182.026928
46,12,182.039176
0,5,182.046635
-19,7,182.051608
73,19,182.07254
-34,1,182.073355
12,13,182.089981
-38,20,182.111635
9,12,182.123811
-25,5,182.127376
-22,10,182.138318
-26,7,182.147046
7,13,182.16012
3,4,182.166764
-63,6,182.171021
4,7,182.179728
11,22,182.202599
10,15,182.220913
11,8,182.230335
-4,2,182.231988
-28,7,182.236935
-4,3,182.245291
-2,2,182.247149
-4,3,182.249992
59,12,182.265069
-4,2,182.270511
-39,1,182.271292
-7,20,182.293303
7,11,182.305028
-25,11,182.316691
-1,5,182.320274
17,21,182.346496
-6,1,182.347306
9,11,182.358819
-4,2,182.36031
31,10,182.37131
2,5,182.374893
8,11,182.390295
39,4,182.393227
58,14,182.406775
3,8,182.416284
-6,1,182.417063
-60,6,182.425027
-1,3,182.427169
7,6,182.435245
-1,6,182.439473
-13,19,182.460282
-5,2,182.461795
-39,1,182.466301
4,16,182.481606
-35,2,182.483112
-6,1,182.483938
4,13,182.500674
-6,1,182.501451
-3,1,182.502204
-5,6,182.510285
12,8,182.51601
-40,4,182.522582
-4,2,182.524088
7,7,182.532743
15,16,182.547659
8,12,182.559942
7,11,182.575264
-533,5,182.578884
-5,1,182.579675
10,12,182.591844
7,15,182.609977
-31,3,182.612178
7,7,182.620893
52,22,182.649802
26,29,182.698291
7,10,182.71522
8,13,182.735178
-22,9,182.752205
-5,1,182.753258
-1,3,182.761683
-6,6,182.768771
10,14,182.794794
-18,27,184.038397
-21,27,184.069533
-6,2,184.071085
-7,9,184.081419
-37,8,184.090861
3,8,184.100333
7,8,184.105964
12,15,184.124219
-19,7,184.132793
-35,6,184.137095
1,9,184.147153
-24,7,184.155711
67,36,184.192222
-2,5,184.199416
16,15,184.213464
-4,3,184.219237
25,28,184.249804
-35,8,184.255465
16,19,184.276164
-5,1,184.276978
-6,1,184.277732
-8,2,184.282839
-7,4,184.286185
-17,21,184.308175
8,10,184.318763
-3,3,184.320961
12,19,184.34153
0,3,184.347319
4,11,184.358661
-3,1,184.359433
-5,2,184.360916
12,11,184.372627
7,11,184.384425
-37,4,184.390956
-21,16,184.405978
-34,1,184.406758
20,22,184.433088
-5,9,184.439455
2,27,184.469033
17,18,184.488983
14,12,184.501144
-14,15,184.518779
17,17,184.534415
-3,1,184.535195
2,4,184.541996
7,7,184.550622
21,15,184.564909
-60,7,184.573605
-1,8,184.583065
-1,4,184.586032
-3,4,184.588909
-2,2,184.594002
-1,7,184.598991
-4,3,184.604746
19,17,184.620234
-60,4,184.626684
1,5,184.630222
0,5,184.637393
-5,1,184.638174
6,8,184.647408
15,12,184.659698
29,39,184.702139
-19,11,184.713597
-6,1,184.714375
-1,7,184.724037
-5,9,184.730607
-3,4,184.737399
14,15,184.751726
-5,1,184.752558
-54,8,184.761874
17,48,184.813633
-3,1,184.814447
-4,2,184.815908
7,10,184.826708
26,26,184.856023
-3,8,184.865427
62,8,184.874827
4,11,184.886394
-6,2,184.887956
-30,6,184.89221
-34,8,184.902484
-29,6,184.912112
-7,3,184.914558
12,24,184.943686
21,24,184.967919
-6,1,184.968783
11,8,184.97832
0,2,184.97987
0,5,184.987246
-33,19,185.004693
1,7,185.013365
-3,1,185.014145
2,3,185.020025
27,23,185.04409
2,11,185.055471
-5,2,185.057022
-34,21,185.080032
56,14,185.097796
-20,33,185.131906
-5,1,185.132687
-5,1,185.133441
5,10,185.144097
-5,1,185.144877
11,15,185.162669
102,14,185.176339
2,7,185.185346
-1,7,185.194026
-5,1,185.194865
62,13,185.20759
7,8,185.21688
19,14,185.230291
17,19,185.250862
-56,6,185.258853
4,8,185.264565
0,6,185.272501
9,11,185.28393
9,16,185.302507
-4,3,185.304729
3,13,185.317384
60,26,185.346528
11,16,185.36512
-6,3,185.367311
18,16,185.382215
46,24,185.410205
10,8,185.419596
-1,8,185.425361
-3,2,185.430412
-6,1,185.431231
-4,3,185.433471
-5,1,185.434259
11,6,185.442181
-1,5,185.445714
0,5,185.452915
-9,7,185.457857
-3,3,185.463592
3,3,185.465791
-20,19,185.48644
-6,1,185.487252
-1,4,185.490148
25,29,185.521308
6,5,185.52853
-5,1,185.529308
53,44,185.574627
-28,6,185.582578
-62,9,185.592681
1,3,185.594957
-7,3,185.597141
-62,4,185.603709
-1,3,185.605877
-1,9,185.61588
19,23,185.639239
51,17,185.658352
-16,15,185.676174
2,19,185.693393
17,13,185.709768
-3,13,185.723729
30,19,185.745126
-1,7,185.753799
-33,2,185.755275
57,19,185.776105
-6,1,185.776878
15,9,185.786813
23,13,185.799692
-28,3,185.801908
-516,14,185.819448
-3,2,185.820983
3,11,185.833039
73,14,185.847195
0,7,185.855952
7,23,185.879625
9,21,185.905778
48,7,185.91085
-7,12,185.923034
-6,1,185.927552
-37,8,185.933468
87,28,185.964361
12,22,185.988025
-6,1,185.988808
31,25,186.020636
12,8,186.030416
12,6,186.034723
76,11,186.046169
3,12,186.062109
6,20,186.084025
37,32,186.117803
0,7,186.126471
-6,1,186.127472
6,6,186.131739
-8,10,186.142437
-2,11,186.153845
30,35,186.193191
-38,5,186.196865
18,10,186.207529
-6,4,186.214045
1,6,186.218276
6,10,186.229034
54,15,187.427833
-3,3,187.430321
3,6,187.438621
2,4,187.44164
-5,2,187.443171
-30,8,187.453851
-3,6,187.462286
-34,6,187.466599
-6,14,187.484382
2,8,187.493916
-11,16,187.509452
-5,1,187.510241
3,12,187.52262
32,29,187.555174
-32,2,187.560483
24,15,187.574927
12,18,187.595257
-4,4,187.598284
2,18,187.618534
-5,1,187.619358
30,25,187.648549
5,7,187.653582
-4,2,187.658899
34,28,187.686377
11,18,187.706861
13,24,187.736393
-5,1,187.737214
